1,二语写作中思辨能力的教学与评估:融合式教学法（英文）,董焱宁,外语教学与研究出版社,思辨能力;二语写作;融合式教学法;混合式研究方法;思辨能力评估;,"本研究探索了在二语写作课程中有效进行思辨能力教学以提升学生的思辨能力和二语写作能力的融合式教学法,并在实际教学中进行了实施。通过采用混合式研究方法,本研究侧重于回答三个问题:(1)所采用的融合式教学法对于提升学生思辨和写作成绩的有效性;(2)学生的思辨和写作分数之间的关系;(3)该教学法对于学生的思辨和写作学习所产生的具体效果。研究结果表明,该教学法有效地提高了学生的思辨和写作成绩,且两个成绩之间呈现显著正相关(r=0.893,p<0.01)。此外,研究访谈结果表明,该教学法有效地将抽象的思辨理论与交互式的写作活动贯穿起来,实现了思辨和写作的教学与训练的紧密融合,从而对学生的思辨和写作学习产生了积极的效果。",ChineseJournalofAppliedLinguistics,2017-10-20,期刊,H09,431-451+471,22
24,英语语言课程:中国一省高校英语系的比较研究（英文）,赵雯;David,东北大学外国语学院香港教育大学,英语课程;院校评估;英语专业;课程设置;,"世界各地很多的高等教育机构都建立了质量监控体系,以保持标准。本研究报告了2012年在中国东北某省所进行的英语专业评估中对院校间课程所进行的比较研究。该研究主要是质性的探究,其所收集的数据主要是通过各高校在网上所提交的文件以及后续的半结构化访谈所获取的。来自12所高校37名参与者参加了此项研究。研究结果表明,课程取向因高校的不同而不同,其取向的不同也反映在他们的课程设计之中。本研究将有助于了解目前中国正在进行的课程改革,了解其国际化和本地化的课程需求,同时也有助于了解各种不同类型高校的课程设置。",CONIAM;肖扬羽,ChineseJournalofAppliedLinguistics,2017-04-20,H319.3,125-144+229,21
25,中国中学英语大班教学——英语教师们如何说如何做（英文）,古明;王蔷,中国矿业大学(北京)外语系北京师范大学外国语言文学学院,中学英语;大班教学;问题;策略;,"英语大班教学这一现象是发展中国家的一个常见的现象,中国作为最大的发展中国家,大班教学非常普遍。在过去的二十年中,英语大班教学引起全世界范围内的研究者的持续关注。但是,在中国有关英语大班教学的实证研究相对较少。因此,本研究将采用定量和定性研究相结合的方法调查中国中学英语教师对大班教学的看法以及他们在教学实践中应对大班教学的策略。450多名中学教师参与了本调查,其中的6名教师参与了本研究的半结构化访谈。研究表明:绝大多数(92.6%)的中国中学英语教师对英语大班教学持消极态度,认为在大班教授英语的过程中存在教学问题、教学管理问题以及心理负担沉重等问题。尽管大班教学面临着众多的问题,但是,教师们还是在自己日常教学中探索出一些解决这些问题的策略,并取得一些成功。",ChineseJournalofAppliedLinguistics,2017-04-20,期刊,G633.41,145-166+229,23
26,祝贺《中国应用语言学》期刊被Web,of,O,O,"<正>《中国应用语言学》(Chinese Journal of Applied Linguistics,以下简称CJAL),2016年起被Clarivate Analytics(原汤森路透知识产权与科技事业部,以下简称Clarivate)的Emerging Sources Citation Index(ESCI)数据库收录,这是对CJAL办刊成绩的一种极大认可,也标志着期刊在国际化发展道路上实现了重大突破。ESCI(新兴资源引文检索)是Clarivate公司旗下Web of Science数据库平台于2015年11月最新发布的数据库,与SCI Expanded(SCIE)、Social Sciences Citation Index(SSCI)、Arts&",Science的ESCI(新兴资源引文索引)收录,,ChineseJournalofAppliedLinguistics,+,123,1
27,跨文化交际能力发展视角下的语言态度教学探索（英文）,郑萱;高一虹,北京大学外国语学院,语言态度教育;跨文化交际能力;刻板印象;世界英语;,"本文报告一项行动研究,即某门跨文化交际课程部分活动的设计、实施和效果,活动的目的是考察学生对世界英语不同变体的态度,进行温和的干预,促进学生通过反思变得态度更加开放并具有批判性。研究将语言态度视为跨文化交际能力的一部分,将教育视为促进跨文化交际能力的手段。课程活动包括四个步骤:引发、解构、重构、对交际困境的创意处理。研究发现大多数学生最初的语言态度相当保守;四个步骤的干预取得了一些成效。四成多学生的语言态度变得更为开放;部分学生对语言变体多样性的包容具有矛盾态度,少数维持了之前的保守态度。文章讨论了语言态度转变及相关教育的挑战性。",ChineseJournalofAppliedLinguistics,2017-01-20,期刊,H319.3,3-20+120,19
28,文化因缘与教学困境:大学英语教学中的协作学习研究（英文）,林琳,西安外国语大学英文学院北京外国语大学中国外语教育与研究中心,中国文化;协作学习;教学困境;质性研究;,"本研究探究了协作学习教学模式在高校英语课堂实施中所遇到的困境,试图从文化的视角解释出现这些困境的成因。文章以60名英语专业学生为研究对象,采用质性研究的方法,通过学习日志、事后访谈、观察笔记获取研究数据。研究主要有以下发现:1)学生的学习习惯和以语法为主要内容的考试压力与协作学习的本质相冲突;2)中国式""关系""作为一种交际纽带,在英语课堂上促进生生互动,提高了协作学习效果;3)""权利差异""的存在阻碍了学生互动,造成了同伴之间的交际""鸿沟""。尽管协作学习与我国英语教学存在上述不兼容性,本研究认为,协作学习的本质与中国传统的教学文化和谐统一,它们都强调互动在学习中的重要作用。在文章末尾之处,本研究为教师应对这些困境提出了建议。",ChineseJournalofAppliedLinguistics,2017-01-20,期刊,H319.3,21-41+120,22
29,熟悉度在英汉习语理解中的作用:对英语专业学生的ERP研究（英文）,沈海波;王艳;刘文宇,西悉尼大学教育学院东北财经大学社会与行为跨学科研究中心大连理工大学外国语学院,习语加工;母语及外语习语;ERP;熟悉度;,"习语作为一种典型的隐喻语言,是研究人类语言加工机制的重要切入点,越来越受到国内外学者的关注;然而对习语的理解认知机制仍存在诸多争议,尤其是非印欧语言及二语的习语加工。本研究借助事件相关脑电位(ERP)技术,观察并记录了母语为汉语的英语专业学生在加工理解汉语习语和作为外语的英语习语时的行为数据(正确率和反应时)和ERP数据(主要为N400),通过数据分析发现习语熟悉度对理解母语和外语习语均有显著作用;同时,在同等熟悉度水平上,母语习语比外语习语更容易理解。",ChineseJournalofAppliedLinguistics,2017-01-20,期刊,H319.3,74-92+121,20
30,二语为英语学习者的多面词素意识和词汇知识:多变量分析研究（英文）,张浩敏;庄碧绿,卡内基梅隆大学南京工业大学,衍生词素意识;复合词素意识;词汇知识;英语作为第二语言;,"本研究旨在调查词素意识在英语为二语(ESL)词汇习得中所起的作用。受试者为198位中英联合培养项目的中国大学生,他们在中国完成两年的学习并在英国取得学位。受试者完成了一份总共4个任务的纸笔测试,包括了词素区分、词素认别、词汇量测试和词汇关联测试。研究者采用了路径分析来探索自变量(词素意识的两方面)与应变量(词汇知识的两方面)的交错关系。结果表示英语衍生词素意识预测了英语词汇广度和词汇深度。同时,现有的词汇广度可以促进衍生词素意识与词汇深度之间的关系。综上所述,本研究结果表明:提高的英语衍生词意识不仅能拓展词汇量,并且可以巩固深层理解词汇的属性,最终帮助学习者建立相关词或者短语之间的联系。",ChineseJournalofAppliedLinguistics,2017-01-20,期刊,H319.3,42-55+120,15
31,词汇出现频率对阅读与听力过程中词汇附带习得的影响研究（英文）,陈晓宁;滕锋,海南大学外国语学院香港浸会大学教育系,附带词汇习得;词汇出现频率;阅读;听力;,"本研究探讨词汇出现频率对阅读与听力过程中词汇附带习得的影响。参与者为以英语为外语学习的中国学生。本次实验涉及3个词汇出现频率,共15个新词,参与学生为60人。为了检验学生对新词的形式与含义的掌握程度,一共设计了四个测试,分别为词形回想、词形辨别、含义回想、含义辨别。实验结束后共进行两次测试。第一次于实验后,主要用于测试词汇掌握程度。第二次为实验结束两周后,主要用于测试词汇的短期记忆能力。实验结果显示:阅读与听力这两种模式均能促进新词的掌握,但是阅读更具优越性。词汇出现频率对两种模式的词汇附带习得都具有极大影响。由于结果只显示了部分词汇的习得,意味着如要发挥这两种模式的作用,不仅要考虑词汇出现频率,同时仍需考虑学生对词汇的处理能力。本研究最后对词汇的教与学提出了新见解。",ChineseJournalofAppliedLinguistics,2017-01-20,期刊,H319.3,56-73+121,19
32,英语通用语和英语本族语中so的功能研究:基于语料库（英文）,陈伟容,广西大学外国语学院,英语为通用语;话语标记语;so;亚洲英语语料库;英国国家语料库;,"基于亚洲英语语料库和英国国家语料库,本文比较研究话语标记词so在英语通用语和英语本族语的特征。文章首先研究so在两个语料库中的分布频率,接着以Buysse的三大话语标记语元功能为框架,分析so在英语通用语语篇和本族语语篇中功能的异同。研究表明:1.亚洲英语通用语者使用so的频率较本族语者高;2.英语通用语者使用so的功能范围和本族语者相同;3.英语通用语者和本族语者在so的""充当提示词""""开启新话语序列""和""自我修正""功能上没有明显的区别,但是前者更多使用so的""标记结果""""标记结论""""占据话语权""""总结""""开启新话题""""回到未完成话题""和""修饰解释""等功能。本研究启示在教学中不应该把英语通用语视为是发展不完善的语言,再者,在学习话语标记语时除了关注狭义上的语义含义,还需要更关注其语用功能。",ChineseJournalofAppliedLinguistics,2017-01-20,期刊,H313,93-111+121-122,21
33,伊朗的英语教学:传统与现代（英文）,Jane,奥斯福大学学院维也纳大学,传统;现代;改变;伊朗;英语教学;互动;文化;,"本文讨论了伊朗英语教学领域内传统与现代之间的紧张关系。本文指出本世纪第二个十年标志着以下2个方面开始发生改变:1)伊朗教师和官员对英语教学的内容和方法(特别是课堂需要更多互动方面)的态度;2)提高了对文化在语言教学中的重要性的认识。我们提出了一个问题:伊朗如何继续在基础教育和高等教育方面继续树立英语教学新思维,以期不仅改善学生的表现,而且还能在全球化的世界拥抱现代化?本讨论基于对有关伊朗英语教育现状的文献的调查。",M.EKSTAM;Elham,SARVANDY,ChineseJournalofAppliedLinguistics,H319.3,112-119+122,9
1,拓宽二语教师教育议程:教师情绪的国际视角（英文）,Peter,Michigan State University,O,"<正>Good teaching is an emotionally charged event where teachers connect with each student as they passionately deliver their lesson in a pleasurable environment. Such classrooms reflect an environment where both students and teacher are enthusiastic and excited as they discover learning and risk-taking in a safe environment(Farrell, 2018, p. vii).",I.DE,COSTA;Hima,RAWAL;李文景,H09,401-409,9
2,美国、日本和奥地利三国大学二语/外语教师情绪健康与情绪调节研究（英文）,Kyle,格拉茨大学,语言教师心理学;教师幸福感;情绪健康;情绪调节;英语教学;ESL;EFL;高等教育;教师教育;,"教师的情绪健康已被证明在教学质量和学生成绩中发挥着核心作用。然而,教师职业目前处于危机之中。特别是二语/外语教学性质的改变和高等教育的变迁等因素所造成的压力,使教师职业面临着史无前例的倦怠和人员流失。本研究旨在了解语言教师对情绪健康的认知和感受,以及所采取的情绪管理策略。通过对美国、日本和奥地利三国高校二语/外语教育教师进行的一系列共12次的深入以及半结构式访谈,我们通过研究大量的事例来探索参与者如何看待增加或减损他们情绪健康的因素,他们在职业和个人生活中面临的挑战和乐趣,以及他们用来管理情绪的最显著的情绪调节策略。",TALBOT;Sarah,MERCER,ChineseJournalofAppliedLinguistics,H09;G645.1,410-432+551,24
3,大学语言教学中教师的挫折感与情绪调节（英文）,Sam,日本神田外国语大学莱斯特大学,教师情绪;情绪调节;挫折;日本;倦怠;压力;,"很少有工作没有烦恼,外语教学也会有其自身特点的挫折感,这些挫折感累积起来后会让教师压力倍增,并最终感到疲惫不堪(倦怠)。减少这种挫折感的一种机制是情绪调节,这是个体对所经历或展示的情绪采取的认知和行为管理策略。到目前为止,还没有任何已知的研究专门报告语言教师所经历的课堂挫折,或教师如调节他们的挫折感。本文中,作者通过一系列半结构化访谈、课堂观察和相应的刺激回忆法活动,讨论了日本一所大学的七名EFL教师的经历。作者讨论了四个典型的易使教师感到挫败的情况:学生冷漠、课堂沉默、关系紧张背景下的不当行为和工作条件。结果显示,参与者应用依赖于情境的情绪调节行为,其成功往往取决于参与者对压力源的信心和控制水平。因此,参与者在管理常见的低级压力因素(如冷漠和沉默)方面取得了更大的成功,并且希望获得更多的支持来帮助他们管理更让人身心疲惫的压力因素,如学生的不良行为。作者为教师、培训师和教育机构提供了减少挫折感的建议。",MORRIS;Jim,KING,ChineseJournalofAppliedLinguistics,H09;G645.1,433-452+551,21
6,语言教学中的情绪:巴西教师情绪研究述评（英文）,Ana,维索萨联邦大学圣克鲁斯州立大学,情绪;信念;语言教师教育;巴西;,"本文中,我们希望对增进理解教师信念的呼声(Kubanyiova&Feryok, 2015)作出回应并探讨对巴西在职和职前英语教师的情绪行为所进行的研究中的发现。具体来说,我们关注于:1)这些教师所报告的情绪的种类,以及2)信念和情绪之间的关系。研究结果显示:1)教师在其教师教育中所经历的情绪的多样性;以及2)这些情绪如何以动态和复杂的方式与他们对巴西英语教学的信念相互作用。研究结果表明,探究情绪与信念之间的相互关系有助于我们了解教师在他们各自情境中的思考与实践。研究综述中也将探讨进一步研究的意义和问题。",Maria,F.BARCELOS;Rodrigo,Camargo,H319.3;G645.1,506-531+552,27
1,拓宽二语教师教育议程:教师情绪的国际视角（英文）,Peter,Michigan State University,O,"<正>Good teaching is an emotionally charged event where teachers connect with each student as they passionately deliver their lesson in a pleasurable environment. Such classrooms reflect an environment where both students and teacher are enthusiastic and excited as they discover learning and risk-taking in a safe environment(Farrell, 2018, p. vii).",I.DE,COSTA;Hima,RAWAL;李文景,H09,401-409,9
2,美国、日本和奥地利三国大学二语/外语教师情绪健康与情绪调节研究（英文）,Kyle,格拉茨大学,语言教师心理学;教师幸福感;情绪健康;情绪调节;英语教学;ESL;EFL;高等教育;教师教育;,"教师的情绪健康已被证明在教学质量和学生成绩中发挥着核心作用。然而,教师职业目前处于危机之中。特别是二语/外语教学性质的改变和高等教育的变迁等因素所造成的压力,使教师职业面临着史无前例的倦怠和人员流失。本研究旨在了解语言教师对情绪健康的认知和感受,以及所采取的情绪管理策略。通过对美国、日本和奥地利三国高校二语/外语教育教师进行的一系列共12次的深入以及半结构式访谈,我们通过研究大量的事例来探索参与者如何看待增加或减损他们情绪健康的因素,他们在职业和个人生活中面临的挑战和乐趣,以及他们用来管理情绪的最显著的情绪调节策略。",TALBOT;Sarah,MERCER,ChineseJournalofAppliedLinguistics,H09;G645.1,410-432+551,24
3,大学语言教学中教师的挫折感与情绪调节（英文）,Sam,日本神田外国语大学莱斯特大学,教师情绪;情绪调节;挫折;日本;倦怠;压力;,"很少有工作没有烦恼,外语教学也会有其自身特点的挫折感,这些挫折感累积起来后会让教师压力倍增,并最终感到疲惫不堪(倦怠)。减少这种挫折感的一种机制是情绪调节,这是个体对所经历或展示的情绪采取的认知和行为管理策略。到目前为止,还没有任何已知的研究专门报告语言教师所经历的课堂挫折,或教师如调节他们的挫折感。本文中,作者通过一系列半结构化访谈、课堂观察和相应的刺激回忆法活动,讨论了日本一所大学的七名EFL教师的经历。作者讨论了四个典型的易使教师感到挫败的情况:学生冷漠、课堂沉默、关系紧张背景下的不当行为和工作条件。结果显示,参与者应用依赖于情境的情绪调节行为,其成功往往取决于参与者对压力源的信心和控制水平。因此,参与者在管理常见的低级压力因素(如冷漠和沉默)方面取得了更大的成功,并且希望获得更多的支持来帮助他们管理更让人身心疲惫的压力因素,如学生的不良行为。作者为教师、培训师和教育机构提供了减少挫折感的建议。",MORRIS;Jim,KING,ChineseJournalofAppliedLinguistics,H09;G645.1,433-452+551,21
4,对非母语英语教师情绪的思辨性探索（英文）,Juyoung,莫瑞州立大学,情绪;非母语英语教师;焦虑;不平等;批判性;英语教学;,"最近应用语言学领域有越来越多的研究开始关注教师情绪,这呼应了该领域内的几个重大转变:研究范围不断扩大,现已包括第二语言教育的社会和情绪维度。本文旨在通过从社会政治和社会经济理论的角度对非母语英语教师(NNESTs)的焦虑感加以审视,从而扩展对其情绪的讨论。通过介绍Raymond Williams(1977),Pierre Bourdieu(1986)和Sara Ahmed(2015)开发的三种情绪理论,我展示了他们对社会建构和情绪疏通的见解如何应用于NNESTs由于结构性不平等引起的情绪挣扎。然后,我将讨论这一视角对语言教学和教师教育在理论和实践上的意义,呼吁用评判性方式来研究教师情绪。",SONG,ChineseJournalofAppliedLinguistics,2018-10-20,H319.3;G645.1,453-467+551-552,17
5,特质情绪智力与经验丰富的ESL/EFL教师对英语的热爱、对学生和学校的态度、自我报告的课堂实践、课堂愉悦感和创造力之间的关系（英文）,Jean-Marc,伦敦大学伯贝克学院,教师;特质情绪智力;享受;创造力;态度;,"本文报告了对全局性特质情绪智力及其四要素(幸福感,情绪性,自我情绪管理和社交性)与来自世界各地的513位经验丰富的ESL/EFL老师的定量数据之间的关系,这些定量数据包括他们对英语的热爱、他们对学生和学校的态度、他们自我报告的课堂实践、他们愉悦感受、不可预测性和创造力。结果显示出显著的正相关。分析显示,全局性特质情绪智力、幸福感和社交性与大多数因变量呈现显著正相关,而情绪性和自我情绪管理与多个因变量显著相关。全局性特质情绪智力和情绪波动与英语作为外语的使用者的英语水平呈现显著正相关,但与英语作为母语的使用者的英语水平没有呈现出显著正相关关系。本研究在教学上的意义在于,拥有足够水平的特质情绪智力可以帮助教师有效地处理自己和学生的情绪。",DEWAELE,ChineseJournalofAppliedLinguistics,2018-10-20,H319.3;G645.1,468-487+552,21
6,语言教学中的情绪:巴西教师情绪研究述评（英文）,Ana,维索萨联邦大学圣克鲁斯州立大学,情绪;信念;语言教师教育;巴西;,"本文中,我们希望对增进理解教师信念的呼声(Kubanyiova&Feryok, 2015)作出回应并探讨对巴西在职和职前英语教师的情绪行为所进行的研究中的发现。具体来说,我们关注于:1)这些教师所报告的情绪的种类,以及2)信念和情绪之间的关系。研究结果显示:1)教师在其教师教育中所经历的情绪的多样性;以及2)这些情绪如何以动态和复杂的方式与他们对巴西英语教学的信念相互作用。研究结果表明,探究情绪与信念之间的相互关系有助于我们了解教师在他们各自情境中的思考与实践。研究综述中也将探讨进一步研究的意义和问题。",Maria,F.BARCELOS;Rodrigo,Camargo,H319.3;G645.1,506-531+552,27
7,Chinese,Journal,O,O,"<正>The journal Chinese Journal of Applied Linguistics (CJAL) is the official journal of China English Language Education Association (CELEA), the Chinese affiliate of AILA (International Association of Applied Linguistics). It’s the only English language journal in China in the area of applied linguistics. It was initiated in 1978 by British Council (China) as ELT Newsletter. Later, it has been known as Teaching English",of,Applied,Linguistics,+,554,1
8,关怀教学:探索新加坡英语教师的情感经济（英文）,Andrew,南洋理工大学国家教育学院,新自由主义;治理行为;关怀;情绪;情感;文化政治;,"教育伦理项目的关键在于师生之间的关怀关系这一理想。在这一理想下教师需要做出深刻的情绪承诺。基于对新加坡中学教师亲身经验进行的一项大型研究中获取的访谈数据,本文把关怀中的文化政治看作一种在教学中的情绪实践,并对此进行了考察。关怀伦理可以用来建构基于""感情规范""的良好教学的规范描述,成为了评价教师专业水平、社会能力和情绪能力的学科规范。因此这个项目也意味着通过意识形态来调动教师对这种伦理道德理想的情绪依赖。这种关怀的伦理塑造了英语教师的主体性、信念和实践,尤其是当其通过教育问责制这种新自由主义的命令传播时尤为如此。",J.PEREIRA,ChineseJournalofAppliedLinguistics,2018-10-20,G635.1,488-505+552,19
9,爱的消磨与增长:解析教师情绪的层次（英文）,李文景;Hima,密歇根州立大学,爱;语言教师情绪;热情;积极共鸣;,"在本研究中,我们调查了一位以英语为教学媒介的中国数学教师和一位尼泊尔的英语教师对教师这个职业的爱是如何开始,以及消退的。我们使用了Barcelos and Coelho (2016) and Lanas and Zembylas (2015)中阐述的爱的理论框架作为理解核心概念和阐释数据的指引。在这个框架中,爱被定义为:教师关照学生,并与之建立起一个相互支持的学习环境的沟通交流过程。此外,爱也被视为由社会和历史因素参与的建构。我们的数据包括访谈、教学材料和其他课程相关物件。研究结果显示,教师对职业的热爱支持了他们对教学的投入,教师对学生的爱使得他们接受学生,不做判断也不带任何成见。此外,在课堂互动中,师生之间相互理解、相互支持,也体现了一种有爱的师生关系。最后,我们还展示了我们研究聚焦的两位教师对职业的热爱是如何随着与工作相关的社会政治因素而增强或减弱的。",RAWAL,ChineseJournalofAppliedLinguistics,2018-10-20,G451,532-550+553,20
10,汉语作为第二语言课堂中教师实施任务型语言教学的信念与实践（英文）,张玉美;罗少茜,北京师范大学外国语言文学学院,任务型语言教学;汉语作为第二语言;教师信念;教师实践;,"汉语作为二语教育领域的政策制定者及学者约十多年前开始引介任务型语言教学。然而,政策或理论革新未必在教师课堂实践中得以体现。通常而言,如果新的教学理念与教师所持有信念相符,则更易于被教师接受和实施。为了进一步了解任务型语言教学在汉语作为二语教学中的应用前景,本研究从教师角度探究了任务型语言教学在多大程度上符合教师现有的教学信念。同时,研究还分析了教师课堂实践在多大程度上践行了其教学信念。通过问卷、课堂观察和访谈发现汉语教师对任务型语言教学的有效性持有积极信念,但对于其在当下教学情境中的可行性存有质疑。此外,教师表明在信念转化实践过程中面临着各种困难和疑虑,这反过来导致其对任务型语言教学的信念倾向尚处在其信念系统的外围。这一发现证实了教师信念和实践之间的双向影响关系。所归纳的影响因素从社会文化、教学机构及教师自身等角度为未来提供了具体改进方向,对于如何促进教学革新的实施落实亦具有一定的启示意义。",ChineseJournalofAppliedLinguistics,2018-07-20,期刊,H195.3,264-287+396,25
