1,二语写作中思辨能力的教学与评估:融合式教学法（英文）,董焱宁,外语教学与研究出版社,思辨能力;二语写作;融合式教学法;混合式研究方法;思辨能力评估;,"本研究探索了在二语写作课程中有效进行思辨能力教学以提升学生的思辨能力和二语写作能力的融合式教学法,并在实际教学中进行了实施。通过采用混合式研究方法,本研究侧重于回答三个问题:(1)所采用的融合式教学法对于提升学生思辨和写作成绩的有效性;(2)学生的思辨和写作分数之间的关系;(3)该教学法对于学生的思辨和写作学习所产生的具体效果。研究结果表明,该教学法有效地提高了学生的思辨和写作成绩,且两个成绩之间呈现显著正相关(r=0.893,p<0.01)。此外,研究访谈结果表明,该教学法有效地将抽象的思辨理论与交互式的写作活动贯穿起来,实现了思辨和写作的教学与训练的紧密融合,从而对学生的思辨和写作学习产生了积极的效果。",ChineseJournalofAppliedLinguistics,2017-10-20,期刊,H09,431-451+471,22
11,汉语作为第二语言中级学习者阅读情境中词汇识别过程及策略个案研究（英文）,罗少茜;孙晓慧,北京师范大学外国语言文学学院,汉语作为第二语言中级学习者词汇识别;过程;策略;阅读情境;,"本研究探究汉语作为第二语言中级学习者在阅读情境中词汇识别的过程及其策略。研究以两名汉语作为第二语言中级学习者为研究参与者,采用有声思维报告和反省报告的方式收集数据,参照Moustakas现象学研究方法中的数据分析步骤、Creswell数据分析三步骤及Bogdon和Biklen发现和编码法分析数据。研究发现,汉语作为第二语言中级学习者在阅读情境中词汇识别的过程包括自动识别词汇,基于上下文、汉字发音、学习者已有知识及单一汉字词义识别词汇,在无法识别词汇时进行回避或再读;汉语作为第二语言中级学习者在阅读情境中词汇识别策略主要包括认知策略和自我调节策略,其中认知策略包括直接转换、翻译、解释、猜测、推断及寻找关键词,自我调节策略包括元认知策略、调节行为策略、调节情感策略及调节动机策略。基于研究结果,本研究建构了汉语作为第二语言中级学习者阅读情境词汇识别策略模型。本研究为汉语作为第二语言词汇习得和教学领域提供了一定的理论与教育启示。",ChineseJournalofAppliedLinguistics,2018-07-20,期刊,H195.3,288-305+396,19
12,汉语作为第二语言初级学习者阅读焦虑个案研究（英文）,孙晓慧;罗少茜,北京师范大学外国语言文学学院,汉语作为第二语言初级学习者阅读焦虑;减少焦虑的方法;阅读习得和教学;,"本研究是一项关于汉语作为第二语言初级学习者阅读焦虑的个案研究。研究以两名汉语作为第二语言初级学习者为研究参与者,采用阅读体验描述、有声思维报告、反省报告、实地观察和研究者日志等方式收集数据,探究汉语作为第二语言初级学习者阅读焦虑的来源以及降低阅读焦虑的方法,同时参照Moustakas现象学研究方法中的数据分析步骤、Creswell数据分析三步骤及Bogdon和Biklen发现和编码法分析数据。研究发现,汉语作为第二语言初级学习者在阅读过程中的确会产生阅读焦虑,其阅读焦虑的来源主要有英汉语言表述间的差异、缺少已有知识、困难和复杂的词汇、错误的猜测、阅读理解存在困难。汉语作为第二语言初级学习者采用猜测、查字典、基于单一汉字理解两个汉字组合的意义、回避和继续阅读以及运用学习者已有知识预测文章内容等方法来减少阅读焦虑。本研究为汉语作为第二语言阅读习得和教学领域提供了一定的理论与教育启示。",ChineseJournalofAppliedLinguistics,2018-07-20,期刊,H195.3,306-320+396-397,17
13,“汉语作为第二语言习得及教学研究”专栏引言（英文）,罗少茜,Beijing Normal University,O,"<正>With its increasing role in the world, China’s position in the global competitiveness ranking has attracted widespread attention; Chinese as a second language (CSL) teaching and learning has also grown into a research interest of many in the past decade.In this special column, there are three papers with the first one focusing on the teachers and the latter two on learners:""Teachers’ Beliefs and Practices of Task-Based Language",ChineseJournalofAppliedLinguistics,2018-07-20,期刊,H195.3,261-263,3
14,用语料库方法澄清英语写作教学中连接词术语使用的混淆问题（英文）,Mehrdad,沙希德贝海西地大学奥克兰大学,连接词;语法术语;外语写作;自建语料库;,"好作文的特征之一就是作者能准确贴切地使用连接词来表达思想。然而,不少外语学习者会觉得真正恰当地使用连接词并不容易。尽管有关连接词本身的研究文献已经非常丰富,但是,对如何在英语写作中行之有效地给学生教授连接词的使用鲜有研究。本研究用术语学的方法就这一研究问题做一次探讨。笔者认为,现存的对连接词术语各种各样的称谓对英语学习尤其是写作教学极其不利。为了梳理澄清‘连接词’的核心内核,我们把已经出版并广泛使用的14本不同的语法书里所提到的16个和连贯相关的术语通过自建的语料库就其使用的质和量进行分析。我们也就学生对这些术语的熟练程度及使用情况通过查阅和核实他们的作文其进行了测评。基于对每个术语使用的情况的研究发现,我们勾勒出有视觉清晰感的术语网络图,以便说明不同术语的使用频率,也为课堂教师如何更加有效地教授连接词的使用提供了可供参考的教学资源。",YOUSEFPOORI-NAEIM;张军;Sasan,BALEGHIZADEH,ChineseJournalofAppliedLinguistics,H319.3,321-337+397,18
16,在高校英语阅读教学中培养中国学生的跨文化意识（英文）,于群;Jan,南京大学金陵学院外国语学院比利时鲁汶大学工程技术学院,跨文化意识;跨文化学习;英语教学(ELT);中国学生;阅读;,"二十一世纪以来,中国高等教育政策更加强调培养学生的跨文化能力,尤其是在英语教学领域。但研究显示,迄今中国高校英语教学能将两者结合的并不多见。本文展示了一个独立学院的跨文化教学行动研究。两位作者设计了一个融合跨文化学习和英语阅读为一体的""教学流"",用它去引导学生筛选、分析一些关于中国文化现象的英文阅读材料,并针对材料开展一系列练习。然后他们用贝克跨文化意识模表(2012;2015)对77位英语专业本科二年级学生的相关数据进行了对照和评估。分析结果显示,大多数同学都超越了""基本文化意识""层面。本文试图说明,英语阅读课程可以用来促进对中国学生跨文化意识的培养,同时也给出了一些建议。",VANMAELE,ChineseJournalofAppliedLinguistics,2018-07-20,H319.3,357-375+398,20
17,母语为中文的英语使用者在英语主谓一致生成过程中的三个影响因素（英文）,马翊;邹一戈,佛山科学技术学院,二语生成;语言生成模型;英语主谓一致;就近依附效应;,"本文的语言学实验以Levelt (1989)和Bock and Levelt (1994)提出的语言生成模型中的""定位阶段""为基础,来探讨二语使用者的二语生成的问题。实验结果显示母语为中文的英语使用者跟母语为英语的人在此阶段的表现有差异。这个结果可以解读为英语为母语和英语为非母语的英语使用者的整个目标语言(英语)生成过程是不一样的。但我们认为并不是整个语言生成过程完全不同,而是目标语言的语言形态在母语为中文的英语使用者的""定位阶段""的不同的生成特点导致了相应的结果。此实验的结果证明了母语为中文的英语使用者在英语主谓一致生成过程中的三个影响因素:主动词、系动词be和就近依附效应,对于定位母语为中文的英语学习者发生主谓一致错误的语言生成阶段有一定指引作用。",ChineseJournalofAppliedLinguistics,2018-07-20,期刊,H314,376-395+398,21
18,二语学习者在两种任务预备条件下行为的探索性研究（英文）,贝晓越;滕锋,恒生管理学院香港浸会大学,任务前准备;主题熟悉度;任务预备;流利度;准确度;复杂度;,"任务型语言教学中的任务前预备研究,通常以量化而非质化方式进行。然而,量化研究较多注重任务预备的结果而非过程,从而导致学生在学习进程中的预备行为容易被忽视。本研究尝试填补此方面空白,以访谈研究方法探索具体任务前预备行为,以及先前研究较少触及的主题熟悉度问题。这两个因素构成了Bui(2014)所提出的任务外和任务内预备理论。八位香港本科学生完成了一项熟悉以及一项不熟悉的口语任务,并在任务后接受访谈。尽管此前研究的部分结果得到证实,本研究还是发现了三项较新成果:第一,先前相关研究都集中在任务预备的心理语言学过程,但我们发现,大部分学生报告任务预备可减少焦虑并增强自信,显示任务预备在情感层面的影响。其次,即使先前研究显示,任务前预备提高了流利度和复杂度而非准确度,学生的自我报告却反映了他们对准确度的重视。再次,主题熟悉度可以在无任务前准备的情况下,部分填补任务前准备所起的作用。基于研究结果,本文还讨论了相关教学启示。",ChineseJournalofAppliedLinguistics,2018-04-20,期刊,H09,129-149+256,22
19,英语学习的内外部动机——自我效能感的中介作用（英文）,马利红;杜宵丰;刘坚,北京师范大学中国基础教育质量监测协同创新中心天津职业技术师范大学外国语学院,内部动机;外部动机;自我效能感;中介效应;自我决定理论;,"以往研究关注动机信念对外语能力的独立影响,很少有实证研究探索动机信念对外语能力的共同影响。本研究通过自我效能感的中介作用探讨学生的内外部动机对外语能力的影响机制。1036名八年级学生参加英语学业水平测试和动机信念调查。结构方程模型结果显示,内部动机可以直接影响外语水平,也可通过自我效能感的部分中介作用影响外语水平,而外部动机对外语水平只有小幅直接影响,性别在中介模型中并无调节作用。研究结果表明内部动机可以通过提高自我效能感进而提高学生的外语水平。研究发现对自我决定理论的发展有理论贡献,对外语教师也有一定的启示意义。",ChineseJournalofAppliedLinguistics,2018-04-20,期刊,H319,150-168+256,20
20,听力输入与阅读输入中的英语附带词汇习得对比研究（英文）,常乐;马军财,沈阳理工大学外国语学院渤海大学外国语学院,附带词汇习得;听力;阅读;输入;,"本研究对比了听力与阅读两种不同输入条件下88名非英语专业的中国大学新生在英语词汇的词形、词义和应用方面的附带习得效果。实验中的所有听力或阅读文本均包含5个通过词汇知识前测显示学生基本陌生的低频词汇。在听力组(47人)和阅读组(41人)分别完成听力任务(对话收听+信息转移练习)或阅读任务(文章阅读+多项选择题)之后,实验后测显示阅读组在词形、词义和应用等三个词汇知识侧面的附带习得效果均优于听力组,但是听力组在重复收听和丰富语境线索的条件下,可以习得几乎与阅读组相同的词义知识。研究从整体上证实了在附带词汇习得方面,阅读输入相对听力输入存在显著优势;同时从促进听力中词汇习得的角度考虑,指出了借助重复和丰富语境为学生增加处理听力输入机会的重要性。",ChineseJournalofAppliedLinguistics,2018-04-20,期刊,H319.3,169-181+256-257,15
21,量入为出——基于需求分析的本科阶段学术用途英语课程设计（英文）,都建颖;Jie,华中科技大学外国语学院电气通信大学英语系,学习者需求综合分析;学术用途英语;课程设计;本科生;中国;,"需求分析是学术用途英语(EAP)的核心主张,然而在教学实践中却未得到充分实施,从而使教学效果不尽人意。本研究提出了EAP需求分析综合框架(CEAPNA),阐释了如何以该框架为依托,设计以学习为中心的EAP课程。华中地区某高校工程专业的452名本科生和82名教师参与了CEAPN需求问卷调查,所得数据与笔者的七年教学反思进行三方验证。结果表明,全面准确地进行学习者需求分析必须依靠多个信息渠道。同时,学习者需求的独特性要求EAP教师从多个维度进行需求分析,从而保证语言、认知和情感因素在EAP课程中的合理权重。笔者希望通过对需求分析进行理论阐释和实际操作,为识别和满足学习者需求提供理论框架和参考数据。",SHI,ChineseJournalofAppliedLinguistics,2018-04-20,H319.3,182-203+257,23
22,汉语施用结构加工的ERP研究（英文）,周长银;张玉欢,北京第二外国语学院英语学院,持续脑前部正波;汉语施用结构;ERP;动词-论元关系;N400;,"动词-论元关系是句子加工中句法-语义互动关系的重要方面。该领域现有的研究主要关注句子中动词同其核心论元之间的关系。但是汉语中却存在一种动词非核心论元提升到核心论元位置的施用结构。本文运用事件相关电位技术研究汉语中的施用结构与典型的受事宾语结构在句子加工方面的差异。实验要求被试对汉语中的词组(含干扰性的假词组)进行判断。实验结果显示,本实验在施用结构中发现了分布于双侧脑区的N400效应,与现有研究中论元类型和论元数目违反所导致的N400效应相类似。但与现有的动词-论元关系的ERP研究所不同的是:与典型的受事宾语结构相比,汉语施用结构呈现出一种持续的脑前部正波。这一波形在动词-论元关系加工研究中较为罕见,反映的是新提升论元与动词整合的困难以及汉语施用结构合格性检查的进行性特点,与汉语非受事论元认知研究中发现的转喻机制一致,反映了在汉语这种意合语言中语义(题元角色)在句法-语义界面中会发挥了更大的作用。",ChineseJournalofAppliedLinguistics,2018-04-20,期刊,H314.3,204-217+257,15
23,重音作为超音段音位在翻译中的转换——一种新的语言转换类型（英文）,Amin,伊斯兰阿扎德大学法萨分校英语系蒙特利尔大学语言学与翻译系,转换;重音;超音段语言元素;音段语言元素;子系统;,"本研究通过对比分析强调了重音在翻译中的转换功能,尤其是当音位规则可能对翻译产生影响时。卡特福德提出的翻译转换原始模型只考虑了音段语言元素,而忽略了作为超音段语言元素的重音。这意味着必须对卡特福德的翻译转换分类加以发展,以提高其适用性,特别是当源语文本中的音位元素可能对目标文本中的语法和词汇项目产生影响时。本研究认为应该通过加入重音元素对卡特福德原始翻译转换模型加以修订。本研究进一步强调了重音的各个维度及其在口语性文本和戏剧的翻译中所起的作用。",KARIMNIA;Esmaeil,KALANTARI,ChineseJournalofAppliedLinguistics,H315.9,218-235+258,19
24,不同文化背景下的产出导向法——理论与实践（英文）,濮实,Beijing Foreign Studies University,O,"<正>Following the first successful forum to appraise the theory and practice of POA(production-oriented approach) held in Beijing in May 2017, the second international forum on innovative foreign language education in China was held at the University",ChineseJournalofAppliedLinguistics,2018-04-20,期刊,H319,236-237,2
25,产出导向法中的教学法原则问题（英文）,Henry,"University of London, UKUniversity of Vienna",O,"<正>POA is designed to remedy what is seen as a flawed approach to English teaching,described as a top-down approach, whereby the focus is on development of reading without a concomitant concern with what is seen as Chinese students’ predominant need for English, namely the ability to put the language to productive use, particularly in writing.",WIDDOWSON;Barbara,SEIDLHOFER,ChineseJournalofAppliedLinguistics,H319,238-240,3
26,产出导向法中的语言使用和语言学习（英文）,va,Ev Loránd University,O,<正>One of the outcomes of the thought provoking and stimulating conference for me was the realisation that some of the problems experienced in the Chinese context are similar to the ones Hungarian foreign language education faces. The first such issue is the efficiency,ILLS,ChineseJournalofAppliedLinguistics,2018-04-20,H319,241-243,3
27,跨文化远程合作语境下的产出导向法与英语作为国际通用语（英文）,Kurt,University of Tübingen,O,"<正>In my viewpoint comment, I will touch on issues concerning language learning as individual and social construction, the relationship between English as a lingua franca(ELF) and English language teaching (ELT), and pedagogical affordances of online ELF communication. The views discussed are intended to provide a conceptual framework",KOHN,ChineseJournalofAppliedLinguistics,2018-04-20,H319,244-248,5
28,对产出导向法(POA)的反思——新名称与新缩写（英文）,Iris,University of Fribourg,O,"<正>When there is a new name and a new acronym in academia in general, this is often intended as indicating a departure from what is unsatisfactory. It is seen as creating and enhancing a new reality, and as the signal of a paradigm change. The evidence of the",SCHALLER-SCHWANER,ChineseJournalofAppliedLinguistics,2018-04-20,H319,249-252,4
29,产出导向法——与语言的互动（英文）,Paola,University of Verona,O,"<正>The POA approach has been developed and implemented over the last ten years within a specific context, that of China, where language planning policies for the teaching and learning of English have seen substantial development particularly since the early 2000s",VETTOREL,ChineseJournalofAppliedLinguistics,2018-04-20,H319,253-255,3
30,外语学习焦虑的预测因子分析——一项关于汉语学习者的研究（英文）,骆涵,拉法耶特学院,外语学习焦虑;汉语学习焦虑;汉语;汉语二语学习者;预测因子;,"本研究考查了与汉语学习焦虑相关的七大变量,它们分别是年龄、学习动机、学习者所认知的汉语难度、自我认知的学习成果、自我认知的语言学习能力、汉语学习的自我期望以及学习者所认知的汉语的重要性。相关分析的结果表明这七大变量都与汉语学习焦虑显著相关,其中学习者所认知的汉语难度和年龄与汉语学习焦虑正相关,其它五个变量都与汉语学习焦虑反相关。当这七个变量同时出现在多元回归分析时,结果表明除汉语学习的自我期望以及学习者所认知的汉语的重要性以外其它五个变量都是汉语学习焦虑的显著预测因子,共能解释34.7%的汉语学习焦虑差异。结果还显示学习者所认知的汉语难度为最佳预测因子,自我认知的学习成果位居第二,自我认知的语言学习能力、年龄和学习动机依次紧随其后。",ChineseJournalofAppliedLinguistics,2018-01-20,期刊,H195,3-24+120,23
31,语篇差异及个人意图——书评与序言的多视角研究（英文）,肖亮;邓鹂鸣,武汉大学,文本内因素;文本外因素;个人意图;篇际互文;语体价值;多视角分析;,"基于Bhatia的多视角语篇分析框架,我们针对体裁构建关键问题诸如作者个人意图、体裁价值的操控、篇际互文策略进行探析,通过对所收集的知名语言学家撰写的两篇序言和两篇书评文本进行体裁结构、语言特征、篇际互文策略分析及专家访谈分析发现:1)专家通过操控体裁价值使得序言与书评文本内部及相互之间产生差异;2)专家通过利用""体裁嵌入""""体裁迁移""""体裁混搭""篇际互文策略实现其个人意图。具体而言,序言某种程度上表现出了学术论文体裁和促销体裁的特性,书评则凸显了简介体裁以及促销体裁的混合特征。3)体裁价值、写作者个人意图、行业操守及学科文化最终影响语篇的具体表现形式,譬如,语言特征、体裁交际语步结构、篇际互文。本研究结果可为ESP/EAP写作从业人员及学习者提供重要启示。",ChineseJournalofAppliedLinguistics,2018-01-20,期刊,H05,47-66+120,21
32,不同二语水平双语者对英汉隐喻认知加工的神经机制及表征——来自ERP的证据（英文）,王倩,西北工业大学,双语隐喻表征;脑机制;二语水平;事件相关电位;N400;,"隐喻认知加工的脑机制研究一直是神经语言学研究的焦点。使用事件相关电位方法,以不同二语水平双语者为被试,考察其加工英汉隐喻时脑机制的语义表征情况,结果表明:1)隐喻加工涉及全脑:左脑主导语义加工识别,右脑辅助参与隐喻理解。左脑对一语语料敏感,右脑对二语语料相对活跃。2)与高水平二语学习者相比,低水平二语学习者对二语语料进行语义提取和整合时,倾向于借助更多的汉语神经通路。3)从对两类语料加工的神经机制差异看,高水平二语学习者较低水平二语学习者小。二语水平越高,一语和二语隐喻语义共同表征的程度也就越高。",ChineseJournalofAppliedLinguistics,2018-01-20,期刊,H15;H315,67-83+121,18
33,GLoCALL2018学术年会暨2018(第15届)计算机辅助外语教学国际会议,,GLoCALL2018学术年会暨2018(第15届)计算机辅助外语教学国际会议大会组织委员会,O,"<正>(2018年8月16—18日中国·苏州)www.chinacall.org.cn/conference2018第二号通知由中国英语教学研究会计算机辅助外语教学专业委员会(ChinaCALL)和环太平洋地区计算机辅助外语教学协会(PacCALL)发起,北京外国语大学和西交利物浦大学联合主办,北京外国语大学网络与继续教育学院和西交利物浦大学语言中心联合承办的""GLoCALL2018学术年会暨2018(第15届)计算机辅助外语教学国际会议""将于2018年8月16—18日在苏州举办。会议内容",ChineseJournalofAppliedLinguistics,2018-01-20,期刊,H09-2,122-124,3
34,中学英语教师语言测试素养研究——以一次期末测试分析为例（英文）,张聪;闫逊,山东大学外国语学院伊利诺伊大学香槟分校语言学系,题项分析;测试素养;中学英语教师;,"本研究通过分析中国8年级市级英语考试的测试项目的质量,调查了中学英语教师的语言测试能力。数据包括学生对测试项目以及测试后问卷的回答和教师对半结构化访谈的回答。研究发现总体上测试令人满意,其中大多数测试项目是中低难度但有区分度的,试卷也展现了高内部一致性和子项目得分之间的强相关性。然而,题项分析和内容审查识别了一些具有错误答案或者多答案的题项,这可能是由于以英语为外语的教师的语言能力不足以及他们尝试写出吸引人的干扰项的结果。",ChineseJournalofAppliedLinguistics,2018-01-20,期刊,G633.41,25-46+120,23
35,中国高职院校EGP教师工作倦怠的情境因素——基于日记的个案研究（英文）,龚彦知;何周春,成都航空职业技术学院基础部成都中医药大学外语学院,EGP教师;职业倦怠;情境性;日记案例;叙事分析;,"职业倦怠是情绪耗竭、人格解体化和个人成就感降低的综合症状,随着环境因素的变化逐渐发展和波动,具有时间性和情境性。本项研究基于对一名高职院校EGP教师一学期的四个相关日记的叙事性分析,探讨在中国语境下导致EGP教师工作倦怠的可能性工作情境因素。结果显示,10个工作情景相关因素导致倦怠,包括超负荷工作量、严重的学生管理问题、匮乏的上级支持、有限的工作自主权、严格的等级组织制度、不透明的操作规则等。最后,从教师专业发展的角度加以阐释,并提出加强EGP教师的专业认同和重新评估高职院校的EGP课程,是减轻倦怠和促进英语教师专业发展的必由之路。",ChineseJournalofAppliedLinguistics,2018-01-20,期刊,H319.3,84-100+121,18
36,学习者自主选择教材对伊朗中级英语学习者口语能力的影响（英文）,Parisa,伊斯兰阿扎德大学拉希炎分校英文翻译系,O,"使用语言作为交流工具的能力常常用来衡量一个人在语言学习课堂上的口语成绩。本研究旨在探讨学习者自主选择教材对伊朗中级英语学习者口语能力的影响。此外,寻找和分析学习者在选择教材时考虑的因素是本研究的另一个目标。根据他们在牛津入学英语测试(OPT)上的分数,本文选择了来自伊朗马赞达兰拉姆萨尔西敏语言学院的60名伊朗中级EFL学习者作为研究对象。OPT测试确定了学生的英语水平。这些研究对象被随机分配到对照组和实验组中。研究的前测为研究者对研究对象的访谈。除了研究者在课堂上的教学之外,实验小组将他们选定的教材用于学习。16次课后,研究者进行了与前测相同的后测。量化结果显示实验组的表现优于对照组。此外,对Litz(2000)问卷的分析表明,学习者选择教材是运用的标准包括:实用性、编排和设计、活动、技能、语言类型、主题和内容等。",Farrokh,ChineseJournalofAppliedLinguistics,2018-01-20,H319.3,101-119+121,20
